day_name,month_name,created_date,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate,source
Tuesday,December,2020-12-15,395,797,757.0,40.0,0.0528,292580,0.0027,3182401,2968064.0,214337.0,0.0722,1261138093,0.0025,ig
Wednesday,December,2020-12-16,385,803,797.0,6.0,0.0075,293383,0.0027,3795218,3182401.0,612817.0,0.1926,1264933311,0.003,ig
Thursday,December,2020-12-17,392,783,803.0,-20.0,-0.0249,294166,0.0027,3653400,3795218.0,-141818.0,-0.0374,1268586711,0.0029,ig
Friday,December,2020-12-18,382,799,783.0,16.0,0.0204,294965,0.0027,2882302,3653400.0,-771098.0,-0.2111,1271469013,0.0023,ig
Saturday,December,2020-12-19,355,757,799.0,-42.0,-0.0526,295722,0.0026,3073389,2882302.0,191087.0,0.0663,1274542402,0.0024,ig
Sunday,December,2020-12-20,345,707,757.0,-50.0,-0.0661,296429,0.0024,3742750,3073389.0,669361.0,0.2178,1278285152,0.0029,ig
Monday,December,2020-12-21,373,769,707.0,62.0,0.0877,297198,0.0026,3400426,3742750.0,-342324.0,-0.0915,1281685578,0.0027,ig
Tuesday,December,2020-12-22,386,800,769.0,31.0,0.0403,297998,0.0027,3720913,3400426.0,320487.0,0.0942,1285406491,0.0029,ig
Wednesday,December,2020-12-23,397,818,800.0,18.0,0.0225,298816,0.0027,3405887,3720913.0,-315026.0,-0.0847,1288812378,0.0026,ig
Thursday,December,2020-12-24,400,906,818.0,88.0,0.1076,299722,0.003,3565290,3405887.0,159403.0,0.0468,1292377668,0.0028,ig
Friday,December,2020-12-25,452,972,906.0,66.0,0.0728,300694,0.0032,4844355,3565290.0,1279065.0,0.3588,1297222023,0.0037,ig
Saturday,December,2020-12-26,352,739,972.0,-233.0,-0.2397,301433,0.0025,3064310,4844355.0,-1780045.0,-0.3674,1300286333,0.0024,ig
Sunday,December,2020-12-27,350,727,739.0,-12.0,-0.0162,302160,0.0024,3197478,3064310.0,133168.0,0.0435,1303483811,0.0025,ig
Monday,December,2020-12-28,368,775,727.0,48.0,0.066,302935,0.0026,3770461,3197478.0,572983.0,0.1792,1307254272,0.0029,ig
Tuesday,December,2020-12-29,369,746,775.0,-29.0,-0.0374,303681,0.0025,3679462,3770461.0,-90999.0,-0.0241,1310933734,0.0028,ig
Wednesday,December,2020-12-30,350,735,746.0,-11.0,-0.0147,304416,0.0024,3266852,3679462.0,-412610.0,-0.1121,1314200586,0.0025,ig
Thursday,December,2020-12-31,418,805,735.0,70.0,0.0952,305221,0.0026,3840093,3266852.0,573241.0,0.1755,1318040679,0.0029,ig
Wednesday,January,2020-01-01,115,422,0.0,0.0,0.0,422,0.0,384775,0.0,0.0,0.0,384775,0.0,twitter
Thursday,January,2020-01-02,112,457,422.0,35.0,0.0829,879,1.0829,408648,384775.0,23873.0,0.062,793423,1.062,twitter
Friday,January,2020-01-03,130,506,457.0,49.0,0.1072,1385,0.5757,374869,408648.0,-33779.0,-0.0827,1168292,0.4725,twitter
Saturday,January,2020-01-04,123,448,506.0,-58.0,-0.1146,1833,0.3235,448769,374869.0,73900.0,0.1971,1617061,0.3841,twitter
Sunday,January,2020-01-05,116,383,448.0,-65.0,-0.1451,2216,0.2089,223960,448769.0,-224809.0,-0.5009,1841021,0.1385,twitter
Monday,January,2020-01-06,114,511,383.0,128.0,0.3342,2727,0.2306,428769,223960.0,204809.0,0.9145,2269790,0.2329,twitter
Tuesday,January,2020-01-07,121,466,511.0,-45.0,-0.0881,3193,0.1709,348518,428769.0,-80251.0,-0.1872,2618308,0.1535,twitter
Wednesday,January,2020-01-08,127,520,466.0,54.0,0.1159,3713,0.1629,415115,348518.0,66597.0,0.1911,3033423,0.1585,twitter
Thursday,January,2020-01-09,122,515,520.0,-5.0,-0.0096,4228,0.1387,506695,415115.0,91580.0,0.2206,3540118,0.167,twitter
Friday,January,2020-01-10,124,487,515.0,-28.0,-0.0544,4715,0.1152,339958,506695.0,-166737.0,-0.3291,3880076,0.096,twitter
Saturday,January,2020-01-11,112,409,487.0,-78.0,-0.1602,5124,0.0867,199315,339958.0,-140643.0,-0.4137,4079391,0.0514,twitter
Sunday,January,2020-01-12,98,404,409.0,-5.0,-0.0122,5528,0.0788,353914,199315.0,154599.0,0.7757,4433305,0.0868,twitter
Monday,January,2020-01-13,122,468,404.0,64.0,0.1584,5996,0.0847,382902,353914.0,28988.0,0.0819,4816207,0.0864,twitter
Tuesday,January,2020-01-14,126,500,468.0,32.0,0.0684,6496,0.0834,398957,382902.0,16055.0,0.0419,5215164,0.0828,twitter
Wednesday,January,2020-01-15,126,459,500.0,-41.0,-0.082,6955,0.0707,472643,398957.0,73686.0,0.1847,5687807,0.0906,twitter
Thursday,January,2020-01-16,123,496,459.0,37.0,0.0806,7451,0.0713,388366,472643.0,-84277.0,-0.1783,6076173,0.0683,twitter
Friday,January,2020-01-17,120,479,496.0,-17.0,-0.0343,7930,0.0643,403342,388366.0,14976.0,0.0386,6479515,0.0664,twitter
Saturday,January,2020-01-18,107,373,479.0,-106.0,-0.2213,8303,0.047,255159,403342.0,-148183.0,-0.3674,6734674,0.0394,twitter
Sunday,January,2020-01-19,104,394,373.0,21.0,0.0563,8697,0.0475,415463,255159.0,160304.0,0.6283,7150137,0.0617,twitter
Monday,January,2020-01-20,112,464,394.0,70.0,0.1777,9161,0.0534,351148,415463.0,-64315.0,-0.1548,7501285,0.0491,twitter
Tuesday,January,2020-01-21,123,491,464.0,27.0,0.0582,9652,0.0536,340966,351148.0,-10182.0,-0.029,7842251,0.0455,twitter
Wednesday,January,2020-01-22,114,482,491.0,-9.0,-0.0183,10134,0.0499,457796,340966.0,116830.0,0.3426,8300047,0.0584,twitter
Thursday,January,2020-01-23,117,459,482.0,-23.0,-0.0477,10593,0.0453,304318,457796.0,-153478.0,-0.3353,8604365,0.0367,twitter
Friday,January,2020-01-24,122,480,459.0,21.0,0.0458,11073,0.0453,283788,304318.0,-20530.0,-0.0675,8888153,0.033,twitter
Saturday,January,2020-01-25,114,384,480.0,-96.0,-0.2,11457,0.0347,397588,283788.0,113800.0,0.401,9285741,0.0447,twitter
Sunday,January,2020-01-26,110,356,384.0,-28.0,-0.0729,11813,0.0311,490352,397588.0,92764.0,0.2333,9776093,0.0528,twitter
Monday,January,2020-01-27,122,464,356.0,108.0,0.3034,12277,0.0393,448069,490352.0,-42283.0,-0.0862,10224162,0.0458,twitter
Tuesday,January,2020-01-28,118,459,464.0,-5.0,-0.0108,12736,0.0374,245520,448069.0,-202549.0,-0.452,10469682,0.024,twitter
Wednesday,January,2020-01-29,130,523,459.0,64.0,0.1394,13259,0.0411,359926,245520.0,114406.0,0.466,10829608,0.0344,twitter
Thursday,January,2020-01-30,125,517,523.0,-6.0,-0.0115,13776,0.039,497564,359926.0,137638.0,0.3824,11327172,0.0459,twitter
Friday,January,2020-01-31,118,492,517.0,-25.0,-0.0484,14268,0.0357,273860,497564.0,-223704.0,-0.4496,11601032,0.0242,twitter
Saturday,February,2020-02-01,116,408,492.0,-84.0,-0.1707,14676,0.0286,371805,273860.0,97945.0,0.3576,11972837,0.032,twitter
Sunday,February,2020-02-02,106,378,408.0,-30.0,-0.0735,15054,0.0258,255506,371805.0,-116299.0,-0.3128,12228343,0.0213,twitter
Monday,February,2020-02-03,123,475,378.0,97.0,0.2566,15529,0.0316,324083,255506.0,68577.0,0.2684,12552426,0.0265,twitter
Tuesday,February,2020-02-04,121,479,475.0,4.0,0.0084,16008,0.0308,563769,324083.0,239686.0,0.7396,13116195,0.0449,twitter
Wednesday,February,2020-02-05,121,455,479.0,-24.0,-0.0501,16463,0.0284,221794,563769.0,-341975.0,-0.6066,13337989,0.0169,twitter
Thursday,February,2020-02-06,127,549,455.0,94.0,0.2066,17012,0.0333,372096,221794.0,150302.0,0.6777,13710085,0.0279,twitter
Friday,February,2020-02-07,113,532,549.0,-17.0,-0.031,17544,0.0313,228851,372096.0,-143245.0,-0.385,13938936,0.0167,twitter
Saturday,February,2020-02-08,111,505,532.0,-27.0,-0.0508,18049,0.0288,328302,228851.0,99451.0,0.4346,14267238,0.0236,twitter
Sunday,February,2020-02-09,107,445,505.0,-60.0,-0.1188,18494,0.0247,324401,328302.0,-3901.0,-0.0119,14591639,0.0227,twitter
Monday,February,2020-02-10,114,540,445.0,95.0,0.2135,19034,0.0292,295101,324401.0,-29300.0,-0.0903,14886740,0.0202,twitter
Tuesday,February,2020-02-11,122,480,540.0,-60.0,-0.1111,19514,0.0252,259639,295101.0,-35462.0,-0.1202,15146379,0.0174,twitter
Wednesday,February,2020-02-12,120,569,480.0,89.0,0.1854,20083,0.0292,264389,259639.0,4750.0,0.0183,15410768,0.0175,twitter
Thursday,February,2020-02-13,125,561,569.0,-8.0,-0.0141,20644,0.0279,373057,264389.0,108668.0,0.411,15783825,0.0242,twitter
Friday,February,2020-02-14,127,520,561.0,-41.0,-0.0731,21164,0.0252,363776,373057.0,-9281.0,-0.0249,16147601,0.023,twitter
Saturday,February,2020-02-15,117,411,520.0,-109.0,-0.2096,21575,0.0194,462511,363776.0,98735.0,0.2714,16610112,0.0286,twitter
Sunday,February,2020-02-16,99,443,411.0,32.0,0.0779,22018,0.0205,453782,462511.0,-8729.0,-0.0189,17063894,0.0273,twitter
Monday,February,2020-02-17,130,490,443.0,47.0,0.1061,22508,0.0223,382363,453782.0,-71419.0,-0.1574,17446257,0.0224,twitter
Tuesday,February,2020-02-18,120,554,490.0,64.0,0.1306,23062,0.0246,339571,382363.0,-42792.0,-0.1119,17785828,0.0195,twitter
Wednesday,February,2020-02-19,111,620,554.0,66.0,0.1191,23682,0.0269,323637,339571.0,-15934.0,-0.0469,18109465,0.0182,twitter
Thursday,February,2020-02-20,121,610,620.0,-10.0,-0.0161,24292,0.0258,251547,323637.0,-72090.0,-0.2227,18361012,0.0139,twitter
Friday,February,2020-02-21,121,528,610.0,-82.0,-0.1344,24820,0.0217,313959,251547.0,62412.0,0.2481,18674971,0.0171,twitter
Saturday,February,2020-02-22,114,397,528.0,-131.0,-0.2481,25217,0.016,402664,313959.0,88705.0,0.2825,19077635,0.0216,twitter
Sunday,February,2020-02-23,106,387,397.0,-10.0,-0.0252,25604,0.0153,363152,402664.0,-39512.0,-0.0981,19440787,0.019,twitter
Monday,February,2020-02-24,120,577,387.0,190.0,0.491,26181,0.0225,458260,363152.0,95108.0,0.2619,19899047,0.0236,twitter
Tuesday,February,2020-02-25,122,557,577.0,-20.0,-0.0347,26738,0.0213,393741,458260.0,-64519.0,-0.1408,20292788,0.0198,twitter
Wednesday,February,2020-02-26,129,544,557.0,-13.0,-0.0233,27282,0.0203,291414,393741.0,-102327.0,-0.2599,20584202,0.0144,twitter
Thursday,February,2020-02-27,135,597,544.0,53.0,0.0974,27879,0.0219,497947,291414.0,206533.0,0.7087,21082149,0.0242,twitter
Friday,February,2020-02-28,129,588,597.0,-9.0,-0.0151,28467,0.0211,423551,497947.0,-74396.0,-0.1494,21505700,0.0201,twitter
Saturday,February,2020-02-29,120,404,588.0,-184.0,-0.3129,28871,0.0142,362643,423551.0,-60908.0,-0.1438,21868343,0.0169,twitter
Sunday,March,2020-03-01,113,372,404.0,-32.0,-0.0792,29243,0.0129,370052,362643.0,7409.0,0.0204,22238395,0.0169,twitter
Monday,March,2020-03-02,115,478,372.0,106.0,0.2849,29721,0.0163,396287,370052.0,26235.0,0.0709,22634682,0.0178,twitter
Tuesday,March,2020-03-03,129,525,478.0,47.0,0.0983,30246,0.0177,359858,396287.0,-36429.0,-0.0919,22994540,0.0159,twitter
Wednesday,March,2020-03-04,134,593,525.0,68.0,0.1295,30839,0.0196,252780,359858.0,-107078.0,-0.2976,23247320,0.011,twitter
Thursday,March,2020-03-05,119,637,593.0,44.0,0.0742,31476,0.0207,453690,252780.0,200910.0,0.7948,23701010,0.0195,twitter
Friday,March,2020-03-06,131,555,637.0,-82.0,-0.1287,32031,0.0176,487323,453690.0,33633.0,0.0741,24188333,0.0206,twitter
Saturday,March,2020-03-07,126,430,555.0,-125.0,-0.2252,32461,0.0134,451575,487323.0,-35748.0,-0.0734,24639908,0.0187,twitter
Sunday,March,2020-03-08,113,443,430.0,13.0,0.0302,32904,0.0136,378796,451575.0,-72779.0,-0.1612,25018704,0.0154,twitter
Monday,March,2020-03-09,122,557,443.0,114.0,0.2573,33461,0.0169,464191,378796.0,85395.0,0.2254,25482895,0.0186,twitter
Tuesday,March,2020-03-10,122,579,557.0,22.0,0.0395,34040,0.0173,353888,464191.0,-110303.0,-0.2376,25836783,0.0139,twitter
Wednesday,March,2020-03-11,128,588,579.0,9.0,0.0155,34628,0.0173,424838,353888.0,70950.0,0.2005,26261621,0.0164,twitter
Thursday,March,2020-03-12,126,636,588.0,48.0,0.0816,35264,0.0184,253960,424838.0,-170878.0,-0.4022,26515581,0.0097,twitter
Friday,March,2020-03-13,125,609,636.0,-27.0,-0.0425,35873,0.0173,417468,253960.0,163508.0,0.6438,26933049,0.0157,twitter
Saturday,March,2020-03-14,114,429,609.0,-180.0,-0.2956,36302,0.012,472648,417468.0,55180.0,0.1322,27405697,0.0175,twitter
Sunday,March,2020-03-15,107,402,429.0,-27.0,-0.0629,36704,0.0111,268663,472648.0,-203985.0,-0.4316,27674360,0.0098,twitter
Monday,March,2020-03-16,134,598,402.0,196.0,0.4876,37302,0.0163,426969,268663.0,158306.0,0.5892,28101329,0.0154,twitter
Tuesday,March,2020-03-17,126,613,598.0,15.0,0.0251,37915,0.0164,365723,426969.0,-61246.0,-0.1434,28467052,0.013,twitter
Wednesday,March,2020-03-18,131,616,613.0,3.0,0.0049,38531,0.0162,640881,365723.0,275158.0,0.7524,29107933,0.0225,twitter
Thursday,March,2020-03-19,120,572,616.0,-44.0,-0.0714,39103,0.0148,456017,640881.0,-184864.0,-0.2885,29563950,0.0157,twitter
Friday,March,2020-03-20,127,644,572.0,72.0,0.1259,39747,0.0165,409682,456017.0,-46335.0,-0.1016,29973632,0.0139,twitter
Saturday,March,2020-03-21,121,494,644.0,-150.0,-0.2329,40241,0.0124,869474,409682.0,459792.0,1.1223,30843106,0.029,twitter
Sunday,March,2020-03-22,118,483,494.0,-11.0,-0.0223,40724,0.012,525128,869474.0,-344346.0,-0.396,31368234,0.017,twitter
Monday,March,2020-03-23,120,548,483.0,65.0,0.1346,41272,0.0135,394597,525128.0,-130531.0,-0.2486,31762831,0.0126,twitter
Tuesday,March,2020-03-24,134,654,548.0,106.0,0.1934,41926,0.0158,608575,394597.0,213978.0,0.5423,32371406,0.0192,twitter
Wednesday,March,2020-03-25,129,558,654.0,-96.0,-0.1468,42484,0.0133,294143,608575.0,-314432.0,-0.5167,32665549,0.0091,twitter
Thursday,March,2020-03-26,131,679,558.0,121.0,0.2168,43163,0.016,591459,294143.0,297316.0,1.0108,33257008,0.0181,twitter
Friday,March,2020-03-27,137,632,679.0,-47.0,-0.0692,43795,0.0146,302626,591459.0,-288833.0,-0.4883,33559634,0.0091,twitter
Saturday,March,2020-03-28,124,516,632.0,-116.0,-0.1835,44311,0.0118,367652,302626.0,65026.0,0.2149,33927286,0.011,twitter
Sunday,March,2020-03-29,117,474,516.0,-42.0,-0.0814,44785,0.0107,474444,367652.0,106792.0,0.2905,34401730,0.014,twitter
Monday,March,2020-03-30,130,599,474.0,125.0,0.2637,45384,0.0134,314454,474444.0,-159990.0,-0.3372,34716184,0.0091,twitter
Tuesday,March,2020-03-31,135,610,599.0,11.0,0.0184,45994,0.0134,430156,314454.0,115702.0,0.3679,35146340,0.0124,twitter
Wednesday,April,2020-04-01,127,581,610.0,-29.0,-0.0475,46575,0.0126,540989,430156.0,110833.0,0.2577,35687329,0.0154,twitter
Thursday,April,2020-04-02,123,618,581.0,37.0,0.0637,47193,0.0133,465798,540989.0,-75191.0,-0.139,36153127,0.0131,twitter
Friday,April,2020-04-03,128,550,618.0,-68.0,-0.11,47743,0.0117,419037,465798.0,-46761.0,-0.1004,36572164,0.0116,twitter
Saturday,April,2020-04-04,120,501,550.0,-49.0,-0.0891,48244,0.0105,346839,419037.0,-72198.0,-0.1723,36919003,0.0095,twitter
Sunday,April,2020-04-05,108,410,501.0,-91.0,-0.1816,48654,0.0085,374725,346839.0,27886.0,0.0804,37293728,0.0101,twitter
Monday,April,2020-04-06,115,469,410.0,59.0,0.1439,49123,0.0096,395182,374725.0,20457.0,0.0546,37688910,0.0106,twitter
Tuesday,April,2020-04-07,113,522,469.0,53.0,0.113,49645,0.0106,696631,395182.0,301449.0,0.7628,38385541,0.0185,twitter
Wednesday,April,2020-04-08,123,580,522.0,58.0,0.1111,50225,0.0117,451722,696631.0,-244909.0,-0.3516,38837263,0.0118,twitter
Thursday,April,2020-04-09,123,522,580.0,-58.0,-0.1,50747,0.0104,416725,451722.0,-34997.0,-0.0775,39253988,0.0107,twitter
Friday,April,2020-04-10,119,503,522.0,-19.0,-0.0364,51250,0.0099,308956,416725.0,-107769.0,-0.2586,39562944,0.0079,twitter
Saturday,April,2020-04-11,114,440,503.0,-63.0,-0.1252,51690,0.0086,340617,308956.0,31661.0,0.1025,39903561,0.0086,twitter
Sunday,April,2020-04-12,124,428,440.0,-12.0,-0.0273,52118,0.0083,496819,340617.0,156202.0,0.4586,40400380,0.0125,twitter
Monday,April,2020-04-13,124,568,428.0,140.0,0.3271,52686,0.0109,385361,496819.0,-111458.0,-0.2243,40785741,0.0095,twitter
Tuesday,April,2020-04-14,122,520,568.0,-48.0,-0.0845,53206,0.0099,373829,385361.0,-11532.0,-0.0299,41159570,0.0092,twitter
Wednesday,April,2020-04-15,122,558,520.0,38.0,0.0731,53764,0.0105,385001,373829.0,11172.0,0.0299,41544571,0.0094,twitter
Thursday,April,2020-04-16,126,539,558.0,-19.0,-0.0341,54303,0.01,401591,385001.0,16590.0,0.0431,41946162,0.0097,twitter
Friday,April,2020-04-17,122,576,539.0,37.0,0.0686,54879,0.0106,389955,401591.0,-11636.0,-0.029,42336117,0.0093,twitter
Saturday,April,2020-04-18,117,453,576.0,-123.0,-0.2135,55332,0.0083,483387,389955.0,93432.0,0.2396,42819504,0.0114,twitter
Sunday,April,2020-04-19,108,425,453.0,-28.0,-0.0618,55757,0.0077,186221,483387.0,-297166.0,-0.6148,43005725,0.0043,twitter
Monday,April,2020-04-20,115,560,425.0,135.0,0.3176,56317,0.01,653579,186221.0,467358.0,2.5097,43659304,0.0152,twitter
Tuesday,April,2020-04-21,118,491,560.0,-69.0,-0.1232,56808,0.0087,346964,653579.0,-306615.0,-0.4691,44006268,0.0079,twitter
Wednesday,April,2020-04-22,123,523,491.0,32.0,0.0652,57331,0.0092,317891,346964.0,-29073.0,-0.0838,44324159,0.0072,twitter
Thursday,April,2020-04-23,124,502,523.0,-21.0,-0.0402,57833,0.0088,381135,317891.0,63244.0,0.1989,44705294,0.0086,twitter
Friday,April,2020-04-24,120,541,502.0,39.0,0.0777,58374,0.0094,458281,381135.0,77146.0,0.2024,45163575,0.0103,twitter
Saturday,April,2020-04-25,114,390,541.0,-151.0,-0.2791,58764,0.0067,286285,458281.0,-171996.0,-0.3753,45449860,0.0063,twitter
Sunday,April,2020-04-26,110,378,390.0,-12.0,-0.0308,59142,0.0064,261783,286285.0,-24502.0,-0.0856,45711643,0.0058,twitter
Monday,April,2020-04-27,118,534,378.0,156.0,0.4127,59676,0.009,505809,261783.0,244026.0,0.9322,46217452,0.0111,twitter
Tuesday,April,2020-04-28,122,493,534.0,-41.0,-0.0768,60169,0.0083,273352,505809.0,-232457.0,-0.4596,46490804,0.0059,twitter
Wednesday,April,2020-04-29,123,572,493.0,79.0,0.1602,60741,0.0095,349290,273352.0,75938.0,0.2778,46840094,0.0075,twitter
Thursday,April,2020-04-30,116,516,572.0,-56.0,-0.0979,61257,0.0085,322258,349290.0,-27032.0,-0.0774,47162352,0.0069,twitter
Friday,May,2020-05-01,111,402,516.0,-114.0,-0.2209,61659,0.0066,291953,322258.0,-30305.0,-0.094,47454305,0.0062,twitter
Saturday,May,2020-05-02,120,423,402.0,21.0,0.0522,62082,0.0069,299276,291953.0,7323.0,0.0251,47753581,0.0063,twitter
Sunday,May,2020-05-03,108,408,423.0,-15.0,-0.0355,62490,0.0066,299018,299276.0,-258.0,-0.0009,48052599,0.0063,twitter
Monday,May,2020-05-04,114,466,408.0,58.0,0.1422,62956,0.0075,424882,299018.0,125864.0,0.4209,48477481,0.0088,twitter
Tuesday,May,2020-05-05,108,426,466.0,-40.0,-0.0858,63382,0.0068,396686,424882.0,-28196.0,-0.0664,48874167,0.0082,twitter
Wednesday,May,2020-05-06,117,484,426.0,58.0,0.1362,63866,0.0076,340403,396686.0,-56283.0,-0.1419,49214570,0.007,twitter
Thursday,May,2020-05-07,116,527,484.0,43.0,0.0888,64393,0.0083,245811,340403.0,-94592.0,-0.2779,49460381,0.005,twitter
Friday,May,2020-05-08,119,524,527.0,-3.0,-0.0057,64917,0.0081,480001,245811.0,234190.0,0.9527,49940382,0.0097,twitter
Saturday,May,2020-05-09,112,381,524.0,-143.0,-0.2729,65298,0.0059,430320,480001.0,-49681.0,-0.1035,50370702,0.0086,twitter
Sunday,May,2020-05-10,104,376,381.0,-5.0,-0.0131,65674,0.0058,374795,430320.0,-55525.0,-0.129,50745497,0.0074,twitter
Monday,May,2020-05-11,116,481,376.0,105.0,0.2793,66155,0.0073,359669,374795.0,-15126.0,-0.0404,51105166,0.0071,twitter
Tuesday,May,2020-05-12,115,481,481.0,0.0,0.0,66636,0.0073,314904,359669.0,-44765.0,-0.1245,51420070,0.0062,twitter
Wednesday,May,2020-05-13,126,469,481.0,-12.0,-0.0249,67105,0.007,255997,314904.0,-58907.0,-0.1871,51676067,0.005,twitter
Thursday,May,2020-05-14,112,495,469.0,26.0,0.0554,67600,0.0074,168934,255997.0,-87063.0,-0.3401,51845001,0.0033,twitter
Friday,May,2020-05-15,108,519,495.0,24.0,0.0485,68119,0.0077,400091,168934.0,231157.0,1.3683,52245092,0.0077,twitter
Saturday,May,2020-05-16,113,390,519.0,-129.0,-0.2486,68509,0.0057,322212,400091.0,-77879.0,-0.1947,52567304,0.0062,twitter
Sunday,May,2020-05-17,102,433,390.0,43.0,0.1103,68942,0.0063,470627,322212.0,148415.0,0.4606,53037931,0.009,twitter
Monday,May,2020-05-18,108,455,433.0,22.0,0.0508,69397,0.0066,345910,470627.0,-124717.0,-0.265,53383841,0.0065,twitter
Tuesday,May,2020-05-19,117,598,455.0,143.0,0.3143,69995,0.0086,322695,345910.0,-23215.0,-0.0671,53706536,0.006,twitter
Wednesday,May,2020-05-20,125,530,598.0,-68.0,-0.1137,70525,0.0076,329650,322695.0,6955.0,0.0216,54036186,0.0061,twitter
Thursday,May,2020-05-21,120,544,530.0,14.0,0.0264,71069,0.0077,179667,329650.0,-149983.0,-0.455,54215853,0.0033,twitter
Friday,May,2020-05-22,119,584,544.0,40.0,0.0735,71653,0.0082,295643,179667.0,115976.0,0.6455,54511496,0.0055,twitter
Saturday,May,2020-05-23,115,397,584.0,-187.0,-0.3202,72050,0.0055,493801,295643.0,198158.0,0.6703,55005297,0.0091,twitter
Sunday,May,2020-05-24,108,341,397.0,-56.0,-0.1411,72391,0.0047,432451,493801.0,-61350.0,-0.1242,55437748,0.0079,twitter
Monday,May,2020-05-25,111,486,341.0,145.0,0.4252,72877,0.0067,330926,432451.0,-101525.0,-0.2348,55768674,0.006,twitter
Tuesday,May,2020-05-26,112,534,486.0,48.0,0.0988,73411,0.0073,462811,330926.0,131885.0,0.3985,56231485,0.0083,twitter
Wednesday,May,2020-05-27,115,452,534.0,-82.0,-0.1536,73863,0.0062,286870,462811.0,-175941.0,-0.3802,56518355,0.0051,twitter
Thursday,May,2020-05-28,114,477,452.0,25.0,0.0553,74340,0.0065,297137,286870.0,10267.0,0.0358,56815492,0.0053,twitter
Friday,May,2020-05-29,113,454,477.0,-23.0,-0.0482,74794,0.0061,346466,297137.0,49329.0,0.166,57161958,0.0061,twitter
Saturday,May,2020-05-30,114,392,454.0,-62.0,-0.1366,75186,0.0052,297794,346466.0,-48672.0,-0.1405,57459752,0.0052,twitter
Sunday,May,2020-05-31,112,353,392.0,-39.0,-0.0995,75539,0.0047,405527,297794.0,107733.0,0.3618,57865279,0.0071,twitter
Monday,June,2020-06-01,118,518,353.0,165.0,0.4674,76057,0.0069,296548,405527.0,-108979.0,-0.2687,58161827,0.0051,twitter
Tuesday,June,2020-06-02,117,459,518.0,-59.0,-0.1139,76516,0.006,325776,296548.0,29228.0,0.0986,58487603,0.0056,twitter
Wednesday,June,2020-06-03,114,414,459.0,-45.0,-0.098,76930,0.0054,346727,325776.0,20951.0,0.0643,58834330,0.0059,twitter
Thursday,June,2020-06-04,112,499,414.0,85.0,0.2053,77429,0.0065,258049,346727.0,-88678.0,-0.2558,59092379,0.0044,twitter
Friday,June,2020-06-05,111,451,499.0,-48.0,-0.0962,77880,0.0058,386645,258049.0,128596.0,0.4983,59479024,0.0065,twitter
Saturday,June,2020-06-06,111,360,451.0,-91.0,-0.2018,78240,0.0046,376973,386645.0,-9672.0,-0.025,59855997,0.0063,twitter
Sunday,June,2020-06-07,105,326,360.0,-34.0,-0.0944,78566,0.0042,591578,376973.0,214605.0,0.5693,60447575,0.0099,twitter
Monday,June,2020-06-08,108,478,326.0,152.0,0.4663,79044,0.0061,271069,591578.0,-320509.0,-0.5418,60718644,0.0045,twitter
Tuesday,June,2020-06-09,121,420,478.0,-58.0,-0.1213,79464,0.0053,180077,271069.0,-90992.0,-0.3357,60898721,0.003,twitter
Wednesday,June,2020-06-10,110,406,420.0,-14.0,-0.0333,79870,0.0051,374029,180077.0,193952.0,1.0771,61272750,0.0061,twitter
Thursday,June,2020-06-11,116,507,406.0,101.0,0.2488,80377,0.0063,482925,374029.0,108896.0,0.2911,61755675,0.0079,twitter
Friday,June,2020-06-12,112,499,507.0,-8.0,-0.0158,80876,0.0062,420606,482925.0,-62319.0,-0.129,62176281,0.0068,twitter
Saturday,June,2020-06-13,113,379,499.0,-120.0,-0.2405,81255,0.0047,278655,420606.0,-141951.0,-0.3375,62454936,0.0045,twitter
Sunday,June,2020-06-14,101,314,379.0,-65.0,-0.1715,81569,0.0039,249672,278655.0,-28983.0,-0.104,62704608,0.004,twitter
Monday,June,2020-06-15,113,447,314.0,133.0,0.4236,82016,0.0055,199700,249672.0,-49972.0,-0.2002,62904308,0.0032,twitter
Tuesday,June,2020-06-16,109,489,447.0,42.0,0.094,82505,0.006,329859,199700.0,130159.0,0.6518,63234167,0.0052,twitter
Wednesday,June,2020-06-17,119,456,489.0,-33.0,-0.0675,82961,0.0055,437109,329859.0,107250.0,0.3251,63671276,0.0069,twitter
Thursday,June,2020-06-18,115,452,456.0,-4.0,-0.0088,83413,0.0054,470684,437109.0,33575.0,0.0768,64141960,0.0074,twitter
Friday,June,2020-06-19,120,448,452.0,-4.0,-0.0088,83861,0.0054,319466,470684.0,-151218.0,-0.3213,64461426,0.005,twitter
Saturday,June,2020-06-20,113,358,448.0,-90.0,-0.2009,84219,0.0043,467425,319466.0,147959.0,0.4631,64928851,0.0073,twitter
Sunday,June,2020-06-21,104,322,358.0,-36.0,-0.1006,84541,0.0038,537711,467425.0,70286.0,0.1504,65466562,0.0083,twitter
Monday,June,2020-06-22,112,440,322.0,118.0,0.3665,84981,0.0052,204912,537711.0,-332799.0,-0.6189,65671474,0.0031,twitter
Tuesday,June,2020-06-23,122,604,440.0,164.0,0.3727,85585,0.0071,715646,204912.0,510734.0,2.4925,66387120,0.0109,twitter
