day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Wednesday,December,2020-12-09,twitter,168,700,669.0,31.0,0.0463,239732,0.0029,209632,179453.0,30179.0,0.1682,156944918,0.0013
Thursday,December,2020-12-10,twitter,165,549,700.0,-151.0,-0.2157,240281,0.0023,269691,209632.0,60059.0,0.2865,157214609,0.0017
Friday,December,2020-12-11,twitter,161,645,549.0,96.0,0.1749,240926,0.0027,235653,269691.0,-34038.0,-0.1262,157450262,0.0015
Saturday,December,2020-12-12,twitter,153,624,645.0,-21.0,-0.0326,241550,0.0026,273425,235653.0,37772.0,0.1603,157723687,0.0017
Sunday,December,2020-12-13,twitter,155,528,624.0,-96.0,-0.1538,242078,0.0022,298786,273425.0,25361.0,0.0928,158022473,0.0019
Monday,December,2020-12-14,twitter,169,679,528.0,151.0,0.286,242757,0.0028,360014,298786.0,61228.0,0.2049,158382487,0.0023
Tuesday,December,2020-12-15,twitter,174,744,679.0,65.0,0.0957,243501,0.0031,316196,360014.0,-43818.0,-0.1217,158698683,0.002
Wednesday,December,2020-12-16,twitter,160,666,744.0,-78.0,-0.1048,244167,0.0027,300012,316196.0,-16184.0,-0.0512,158998695,0.0019
Thursday,December,2020-12-17,twitter,172,695,666.0,29.0,0.0435,244862,0.0028,254014,300012.0,-45998.0,-0.1533,159252709,0.0016
Friday,December,2020-12-18,twitter,164,707,695.0,12.0,0.0173,245569,0.0029,309229,254014.0,55215.0,0.2174,159561938,0.0019
Saturday,December,2020-12-19,twitter,148,480,707.0,-227.0,-0.3211,246049,0.002,292513,309229.0,-16716.0,-0.0541,159854451,0.0018
Sunday,December,2020-12-20,twitter,145,487,480.0,7.0,0.0146,246536,0.002,200930,292513.0,-91583.0,-0.3131,160055381,0.0013
Monday,December,2020-12-21,twitter,168,674,487.0,187.0,0.384,247210,0.0027,307697,200930.0,106767.0,0.5314,160363078,0.0019
Tuesday,December,2020-12-22,twitter,162,684,674.0,10.0,0.0148,247894,0.0028,328521,307697.0,20824.0,0.0677,160691599,0.002
Wednesday,December,2020-12-23,twitter,175,731,684.0,47.0,0.0687,248625,0.0029,292386,328521.0,-36135.0,-0.11,160983985,0.0018
Thursday,December,2020-12-24,twitter,182,730,731.0,-1.0,-0.0014,249355,0.0029,266637,292386.0,-25749.0,-0.0881,161250622,0.0017
Friday,December,2020-12-25,twitter,177,693,730.0,-37.0,-0.0507,250048,0.0028,262933,266637.0,-3704.0,-0.0139,161513555,0.0016
Saturday,December,2020-12-26,twitter,148,450,693.0,-243.0,-0.3506,250498,0.0018,277134,262933.0,14201.0,0.054,161790689,0.0017
Sunday,December,2020-12-27,twitter,142,429,450.0,-21.0,-0.0467,250927,0.0017,392940,277134.0,115806.0,0.4179,162183629,0.0024
Monday,December,2020-12-28,twitter,169,659,429.0,230.0,0.5361,251586,0.0026,324587,392940.0,-68353.0,-0.174,162508216,0.002
Tuesday,December,2020-12-29,twitter,173,646,659.0,-13.0,-0.0197,252232,0.0026,242644,324587.0,-81943.0,-0.2525,162750860,0.0015
Wednesday,December,2020-12-30,twitter,155,643,646.0,-3.0,-0.0046,252875,0.0025,160951,242644.0,-81693.0,-0.3367,162911811,0.001
Thursday,December,2020-12-31,twitter,154,420,643.0,-223.0,-0.3468,253295,0.0017,219083,160951.0,58132.0,0.3612,163130894,0.0013
Wednesday,January,2020-01-01,youtube,142,177,0.0,0.0,0.0,177,0.0,64305,0.0,0.0,0.0,64305,0.0
Thursday,January,2020-01-02,youtube,186,223,177.0,46.0,0.2599,400,1.2599,52236,64305.0,-12069.0,-0.1877,116541,0.8123
Friday,January,2020-01-03,youtube,209,240,223.0,17.0,0.0762,640,0.6,156810,52236.0,104574.0,2.002,273351,1.3455
Saturday,January,2020-01-04,youtube,235,272,240.0,32.0,0.1333,912,0.425,103437,156810.0,-53373.0,-0.3404,376788,0.3784
Sunday,January,2020-01-05,youtube,190,226,272.0,-46.0,-0.1691,1138,0.2478,119053,103437.0,15616.0,0.151,495841,0.316
Monday,January,2020-01-06,youtube,212,264,226.0,38.0,0.1681,1402,0.232,55006,119053.0,-64047.0,-0.538,550847,0.1109
Tuesday,January,2020-01-07,youtube,243,291,264.0,27.0,0.1023,1693,0.2076,65620,55006.0,10614.0,0.193,616467,0.1191
Wednesday,January,2020-01-08,youtube,250,321,291.0,30.0,0.1031,2014,0.1896,73249,65620.0,7629.0,0.1163,689716,0.1188
Thursday,January,2020-01-09,youtube,224,291,321.0,-30.0,-0.0935,2305,0.1445,65140,73249.0,-8109.0,-0.1107,754856,0.0944
Friday,January,2020-01-10,youtube,263,322,291.0,31.0,0.1065,2627,0.1397,177111,65140.0,111971.0,1.7189,931967,0.2346
Saturday,January,2020-01-11,youtube,254,301,322.0,-21.0,-0.0652,2928,0.1146,208129,177111.0,31018.0,0.1751,1140096,0.2233
Sunday,January,2020-01-12,youtube,217,255,301.0,-46.0,-0.1528,3183,0.0871,112816,208129.0,-95313.0,-0.458,1252912,0.099
Monday,January,2020-01-13,youtube,222,280,255.0,25.0,0.098,3463,0.088,58698,112816.0,-54118.0,-0.4797,1311610,0.0468
Tuesday,January,2020-01-14,youtube,246,318,280.0,38.0,0.1357,3781,0.0918,55976,58698.0,-2722.0,-0.0464,1367586,0.0427
Wednesday,January,2020-01-15,youtube,263,440,318.0,122.0,0.3836,4221,0.1164,71108,55976.0,15132.0,0.2703,1438694,0.052
Thursday,January,2020-01-16,youtube,232,328,440.0,-112.0,-0.2545,4549,0.0777,64590,71108.0,-6518.0,-0.0917,1503284,0.0449
Friday,January,2020-01-17,youtube,255,355,328.0,27.0,0.0823,4904,0.078,87179,64590.0,22589.0,0.3497,1590463,0.058
Saturday,January,2020-01-18,youtube,262,325,355.0,-30.0,-0.0845,5229,0.0663,110506,87179.0,23327.0,0.2676,1700969,0.0695
Sunday,January,2020-01-19,youtube,217,284,325.0,-41.0,-0.1262,5513,0.0543,97754,110506.0,-12752.0,-0.1154,1798723,0.0575
Monday,January,2020-01-20,youtube,207,286,284.0,2.0,0.007,5799,0.0519,50260,97754.0,-47494.0,-0.4859,1848983,0.0279
Tuesday,January,2020-01-21,youtube,247,343,286.0,57.0,0.1993,6142,0.0591,80925,50260.0,30665.0,0.6101,1929908,0.0438
Wednesday,January,2020-01-22,youtube,237,317,343.0,-26.0,-0.0758,6459,0.0516,97541,80925.0,16616.0,0.2053,2027449,0.0505
Thursday,January,2020-01-23,youtube,266,316,317.0,-1.0,-0.0032,6775,0.0489,67715,97541.0,-29826.0,-0.3058,2095164,0.0334
Friday,January,2020-01-24,youtube,255,303,316.0,-13.0,-0.0411,7078,0.0447,98096,67715.0,30381.0,0.4487,2193260,0.0468
Saturday,January,2020-01-25,youtube,264,306,303.0,3.0,0.0099,7384,0.0432,125782,98096.0,27686.0,0.2822,2319042,0.0573
Sunday,January,2020-01-26,youtube,210,232,306.0,-74.0,-0.2418,7616,0.0314,137959,125782.0,12177.0,0.0968,2457001,0.0595
Monday,January,2020-01-27,youtube,219,277,232.0,45.0,0.194,7893,0.0364,53154,137959.0,-84805.0,-0.6147,2510155,0.0216
Tuesday,January,2020-01-28,youtube,263,319,277.0,42.0,0.1516,8212,0.0404,82277,53154.0,29123.0,0.5479,2592432,0.0328
Wednesday,January,2020-01-29,youtube,244,310,319.0,-9.0,-0.0282,8522,0.0377,64982,82277.0,-17295.0,-0.2102,2657414,0.0251
Thursday,January,2020-01-30,youtube,260,982,310.0,672.0,2.1677,9504,0.1152,84347,64982.0,19365.0,0.298,2741761,0.0317
Friday,January,2020-01-31,youtube,252,379,982.0,-603.0,-0.6141,9883,0.0399,69198,84347.0,-15149.0,-0.1796,2810959,0.0252
Saturday,February,2020-02-01,youtube,253,297,379.0,-82.0,-0.2164,10180,0.0301,105315,69198.0,36117.0,0.5219,2916274,0.0375
Sunday,February,2020-02-02,youtube,207,239,297.0,-58.0,-0.1953,10419,0.0235,77896,105315.0,-27419.0,-0.2604,2994170,0.0267
Monday,February,2020-02-03,youtube,230,273,239.0,34.0,0.1423,10692,0.0262,64770,77896.0,-13126.0,-0.1685,3058940,0.0216
Tuesday,February,2020-02-04,youtube,242,293,273.0,20.0,0.0733,10985,0.0274,50175,64770.0,-14595.0,-0.2253,3109115,0.0164
Wednesday,February,2020-02-05,youtube,242,294,293.0,1.0,0.0034,11279,0.0268,63391,50175.0,13216.0,0.2634,3172506,0.0204
Thursday,February,2020-02-06,youtube,242,318,294.0,24.0,0.0816,11597,0.0282,91345,63391.0,27954.0,0.441,3263851,0.0288
Friday,February,2020-02-07,youtube,260,313,318.0,-5.0,-0.0157,11910,0.027,76439,91345.0,-14906.0,-0.1632,3340290,0.0234
Saturday,February,2020-02-08,youtube,270,303,313.0,-10.0,-0.0319,12213,0.0254,153545,76439.0,77106.0,1.0087,3493835,0.046
Sunday,February,2020-02-09,youtube,213,289,303.0,-14.0,-0.0462,12502,0.0237,95128,153545.0,-58417.0,-0.3805,3588963,0.0272
Monday,February,2020-02-10,youtube,214,271,289.0,-18.0,-0.0623,12773,0.0217,95744,95128.0,616.0,0.0065,3684707,0.0267
Tuesday,February,2020-02-11,youtube,249,296,271.0,25.0,0.0923,13069,0.0232,63689,95744.0,-32055.0,-0.3348,3748396,0.0173
Wednesday,February,2020-02-12,youtube,266,319,296.0,23.0,0.0777,13388,0.0244,59656,63689.0,-4033.0,-0.0633,3808052,0.0159
Thursday,February,2020-02-13,youtube,242,298,319.0,-21.0,-0.0658,13686,0.0223,102597,59656.0,42941.0,0.7198,3910649,0.0269
Friday,February,2020-02-14,youtube,264,321,298.0,23.0,0.0772,14007,0.0235,132409,102597.0,29812.0,0.2906,4043058,0.0339
Saturday,February,2020-02-15,youtube,253,312,321.0,-9.0,-0.028,14319,0.0223,185675,132409.0,53266.0,0.4023,4228733,0.0459
Sunday,February,2020-02-16,youtube,214,248,312.0,-64.0,-0.2051,14567,0.0173,157326,185675.0,-28349.0,-0.1527,4386059,0.0372
Monday,February,2020-02-17,youtube,224,296,248.0,48.0,0.1935,14863,0.0203,59687,157326.0,-97639.0,-0.6206,4445746,0.0136
Tuesday,February,2020-02-18,youtube,260,298,296.0,2.0,0.0068,15161,0.02,55708,59687.0,-3979.0,-0.0667,4501454,0.0125
Wednesday,February,2020-02-19,youtube,256,297,298.0,-1.0,-0.0034,15458,0.0196,93485,55708.0,37777.0,0.6781,4594939,0.0208
Thursday,February,2020-02-20,youtube,240,286,297.0,-11.0,-0.037,15744,0.0185,58975,93485.0,-34510.0,-0.3692,4653914,0.0128
Friday,February,2020-02-21,youtube,256,325,286.0,39.0,0.1364,16069,0.0206,82277,58975.0,23302.0,0.3951,4736191,0.0177
Saturday,February,2020-02-22,youtube,269,306,325.0,-19.0,-0.0585,16375,0.019,150783,82277.0,68506.0,0.8326,4886974,0.0318
Sunday,February,2020-02-23,youtube,226,268,306.0,-38.0,-0.1242,16643,0.0164,114169,150783.0,-36614.0,-0.2428,5001143,0.0234
Monday,February,2020-02-24,youtube,220,261,268.0,-7.0,-0.0261,16904,0.0157,47162,114169.0,-67007.0,-0.5869,5048305,0.0094
Tuesday,February,2020-02-25,youtube,246,298,261.0,37.0,0.1418,17202,0.0176,56410,47162.0,9248.0,0.1961,5104715,0.0112
Wednesday,February,2020-02-26,youtube,254,296,298.0,-2.0,-0.0067,17498,0.0172,70115,56410.0,13705.0,0.243,5174830,0.0137
Thursday,February,2020-02-27,youtube,257,306,296.0,10.0,0.0338,17804,0.0175,96916,70115.0,26801.0,0.3822,5271746,0.0187
Friday,February,2020-02-28,youtube,276,334,306.0,28.0,0.0915,18138,0.0188,78439,96916.0,-18477.0,-0.1906,5350185,0.0149
Saturday,February,2020-02-29,youtube,261,298,334.0,-36.0,-0.1078,18436,0.0164,129432,78439.0,50993.0,0.6501,5479617,0.0242
Sunday,March,2020-03-01,youtube,219,256,298.0,-42.0,-0.1409,18692,0.0139,99058,129432.0,-30374.0,-0.2347,5578675,0.0181
Monday,March,2020-03-02,youtube,222,281,256.0,25.0,0.0977,18973,0.015,52637,99058.0,-46421.0,-0.4686,5631312,0.0094
Tuesday,March,2020-03-03,youtube,248,295,281.0,14.0,0.0498,19268,0.0155,53204,52637.0,567.0,0.0108,5684516,0.0094
Wednesday,March,2020-03-04,youtube,265,304,295.0,9.0,0.0305,19572,0.0158,73212,53204.0,20008.0,0.3761,5757728,0.0129
Thursday,March,2020-03-05,youtube,256,292,304.0,-12.0,-0.0395,19864,0.0149,72449,73212.0,-763.0,-0.0104,5830177,0.0126
Friday,March,2020-03-06,youtube,277,329,292.0,37.0,0.1267,20193,0.0166,78920,72449.0,6471.0,0.0893,5909097,0.0135
Saturday,March,2020-03-07,youtube,259,292,329.0,-37.0,-0.1125,20485,0.0145,109623,78920.0,30703.0,0.389,6018720,0.0186
Sunday,March,2020-03-08,youtube,224,256,292.0,-36.0,-0.1233,20741,0.0125,125506,109623.0,15883.0,0.1449,6144226,0.0209
Monday,March,2020-03-09,youtube,221,286,256.0,30.0,0.1172,21027,0.0138,39262,125506.0,-86244.0,-0.6872,6183488,0.0064
Tuesday,March,2020-03-10,youtube,276,321,286.0,35.0,0.1224,21348,0.0153,82807,39262.0,43545.0,1.1091,6266295,0.0134
Wednesday,March,2020-03-11,youtube,283,332,321.0,11.0,0.0343,21680,0.0156,109460,82807.0,26653.0,0.3219,6375755,0.0175
Thursday,March,2020-03-12,youtube,250,297,332.0,-35.0,-0.1054,21977,0.0137,88816,109460.0,-20644.0,-0.1886,6464571,0.0139
Friday,March,2020-03-13,youtube,262,308,297.0,11.0,0.037,22285,0.014,113784,88816.0,24968.0,0.2811,6578355,0.0176
Saturday,March,2020-03-14,youtube,266,314,308.0,6.0,0.0195,22599,0.0141,156014,113784.0,42230.0,0.3711,6734369,0.0237
Sunday,March,2020-03-15,youtube,211,247,314.0,-67.0,-0.2134,22846,0.0109,85660,156014.0,-70354.0,-0.4509,6820029,0.0127
Monday,March,2020-03-16,youtube,224,264,247.0,17.0,0.0688,23110,0.0116,85106,85660.0,-554.0,-0.0065,6905135,0.0125
Tuesday,March,2020-03-17,youtube,289,352,264.0,88.0,0.3333,23462,0.0152,162800,85106.0,77694.0,0.9129,7067935,0.0236
Wednesday,March,2020-03-18,youtube,262,319,352.0,-33.0,-0.0938,23781,0.0136,103431,162800.0,-59369.0,-0.3647,7171366,0.0146
Thursday,March,2020-03-19,youtube,271,360,319.0,41.0,0.1285,24141,0.0151,97157,103431.0,-6274.0,-0.0607,7268523,0.0135
Friday,March,2020-03-20,youtube,302,346,360.0,-14.0,-0.0389,24487,0.0143,113365,97157.0,16208.0,0.1668,7381888,0.0156
Saturday,March,2020-03-21,youtube,276,337,346.0,-9.0,-0.026,24824,0.0138,165968,113365.0,52603.0,0.464,7547856,0.0225
Sunday,March,2020-03-22,youtube,252,306,337.0,-31.0,-0.092,25130,0.0123,105092,165968.0,-60876.0,-0.3668,7652948,0.0139
Monday,March,2020-03-23,youtube,242,303,306.0,-3.0,-0.0098,25433,0.0121,69164,105092.0,-35928.0,-0.3419,7722112,0.009
Tuesday,March,2020-03-24,youtube,276,358,303.0,55.0,0.1815,25791,0.0141,112777,69164.0,43613.0,0.6306,7834889,0.0146
Wednesday,March,2020-03-25,youtube,280,335,358.0,-23.0,-0.0642,26126,0.013,108238,112777.0,-4539.0,-0.0402,7943127,0.0138
Thursday,March,2020-03-26,youtube,269,326,335.0,-9.0,-0.0269,26452,0.0125,111716,108238.0,3478.0,0.0321,8054843,0.0141
Friday,March,2020-03-27,youtube,307,381,326.0,55.0,0.1687,26833,0.0144,116218,111716.0,4502.0,0.0403,8171061,0.0144
Saturday,March,2020-03-28,youtube,291,363,381.0,-18.0,-0.0472,27196,0.0135,151569,116218.0,35351.0,0.3042,8322630,0.0185
Sunday,March,2020-03-29,youtube,240,287,363.0,-76.0,-0.2094,27483,0.0106,153967,151569.0,2398.0,0.0158,8476597,0.0185
Monday,March,2020-03-30,youtube,247,314,287.0,27.0,0.0941,27797,0.0114,110460,153967.0,-43507.0,-0.2826,8587057,0.013
Tuesday,March,2020-03-31,youtube,274,356,314.0,42.0,0.1338,28153,0.0128,134431,110460.0,23971.0,0.217,8721488,0.0157
Wednesday,April,2020-04-01,youtube,302,366,356.0,10.0,0.0281,28519,0.013,152098,134431.0,17667.0,0.1314,8873586,0.0174
Thursday,April,2020-04-02,youtube,266,338,366.0,-28.0,-0.0765,28857,0.0119,99043,152098.0,-53055.0,-0.3488,8972629,0.0112
Friday,April,2020-04-03,youtube,296,370,338.0,32.0,0.0947,29227,0.0128,137876,99043.0,38833.0,0.3921,9110505,0.0154
Saturday,April,2020-04-04,youtube,294,352,370.0,-18.0,-0.0486,29579,0.012,146259,137876.0,8383.0,0.0608,9256764,0.0161
Sunday,April,2020-04-05,youtube,254,307,352.0,-45.0,-0.1278,29886,0.0104,100380,146259.0,-45879.0,-0.3137,9357144,0.0108
Monday,April,2020-04-06,youtube,226,280,307.0,-27.0,-0.0879,30166,0.0094,87591,100380.0,-12789.0,-0.1274,9444735,0.0094
Tuesday,April,2020-04-07,youtube,287,355,280.0,75.0,0.2679,30521,0.0118,86088,87591.0,-1503.0,-0.0172,9530823,0.0091
Wednesday,April,2020-04-08,youtube,286,382,355.0,27.0,0.0761,30903,0.0125,142035,86088.0,55947.0,0.6499,9672858,0.0149
Thursday,April,2020-04-09,youtube,281,374,382.0,-8.0,-0.0209,31277,0.0121,95233,142035.0,-46802.0,-0.3295,9768091,0.0098
Friday,April,2020-04-10,youtube,307,382,374.0,8.0,0.0214,31659,0.0122,122596,95233.0,27363.0,0.2873,9890687,0.0126
Saturday,April,2020-04-11,youtube,282,343,382.0,-39.0,-0.1021,32002,0.0108,106908,122596.0,-15688.0,-0.128,9997595,0.0108
Sunday,April,2020-04-12,youtube,257,342,343.0,-1.0,-0.0029,32344,0.0107,96867,106908.0,-10041.0,-0.0939,10094462,0.0097
Monday,April,2020-04-13,youtube,284,394,342.0,52.0,0.152,32738,0.0122,110212,96867.0,13345.0,0.1378,10204674,0.0109
Tuesday,April,2020-04-14,youtube,284,364,394.0,-30.0,-0.0761,33102,0.0111,108170,110212.0,-2042.0,-0.0185,10312844,0.0106
Wednesday,April,2020-04-15,youtube,294,381,364.0,17.0,0.0467,33483,0.0115,97920,108170.0,-10250.0,-0.0948,10410764,0.0095
Thursday,April,2020-04-16,youtube,282,371,381.0,-10.0,-0.0262,33854,0.0111,100839,97920.0,2919.0,0.0298,10511603,0.0097
Friday,April,2020-04-17,youtube,308,386,371.0,15.0,0.0404,34240,0.0114,131950,100839.0,31111.0,0.3085,10643553,0.0126
Saturday,April,2020-04-18,youtube,294,354,386.0,-32.0,-0.0829,34594,0.0103,142242,131950.0,10292.0,0.078,10785795,0.0134
Sunday,April,2020-04-19,youtube,267,344,354.0,-10.0,-0.0282,34938,0.0099,150919,142242.0,8677.0,0.061,10936714,0.014
Monday,April,2020-04-20,youtube,268,347,344.0,3.0,0.0087,35285,0.0099,91672,150919.0,-59247.0,-0.3926,11028386,0.0084
Tuesday,April,2020-04-21,youtube,275,358,347.0,11.0,0.0317,35643,0.0101,81864,91672.0,-9808.0,-0.107,11110250,0.0074
Wednesday,April,2020-04-22,youtube,308,385,358.0,27.0,0.0754,36028,0.0108,148272,81864.0,66408.0,0.8112,11258522,0.0133
Thursday,April,2020-04-23,youtube,272,360,385.0,-25.0,-0.0649,36388,0.01,119921,148272.0,-28351.0,-0.1912,11378443,0.0107
Friday,April,2020-04-24,youtube,305,394,360.0,34.0,0.0944,36782,0.0108,116707,119921.0,-3214.0,-0.0268,11495150,0.0103
Saturday,April,2020-04-25,youtube,295,367,394.0,-27.0,-0.0685,37149,0.01,165873,116707.0,49166.0,0.4213,11661023,0.0144
Sunday,April,2020-04-26,youtube,266,336,367.0,-31.0,-0.0845,37485,0.009,185421,165873.0,19548.0,0.1178,11846444,0.0159
Monday,April,2020-04-27,youtube,256,333,336.0,-3.0,-0.0089,37818,0.0089,82198,185421.0,-103223.0,-0.5567,11928642,0.0069
Tuesday,April,2020-04-28,youtube,277,355,333.0,22.0,0.0661,38173,0.0094,100605,82198.0,18407.0,0.2239,12029247,0.0084
Wednesday,April,2020-04-29,youtube,292,400,355.0,45.0,0.1268,38573,0.0105,121947,100605.0,21342.0,0.2121,12151194,0.0101
Thursday,April,2020-04-30,youtube,283,406,400.0,6.0,0.015,38979,0.0105,101776,121947.0,-20171.0,-0.1654,12252970,0.0084
Friday,May,2020-05-01,youtube,301,373,406.0,-33.0,-0.0813,39352,0.0096,97129,101776.0,-4647.0,-0.0457,12350099,0.0079
Saturday,May,2020-05-02,youtube,285,338,373.0,-35.0,-0.0938,39690,0.0086,140866,97129.0,43737.0,0.4503,12490965,0.0114
Sunday,May,2020-05-03,youtube,257,345,338.0,7.0,0.0207,40035,0.0087,114356,140866.0,-26510.0,-0.1882,12605321,0.0092
Monday,May,2020-05-04,youtube,251,339,345.0,-6.0,-0.0174,40374,0.0085,82451,114356.0,-31905.0,-0.279,12687772,0.0065
Tuesday,May,2020-05-05,youtube,272,328,339.0,-11.0,-0.0324,40702,0.0081,119673,82451.0,37222.0,0.4514,12807445,0.0094
Wednesday,May,2020-05-06,youtube,282,354,328.0,26.0,0.0793,41056,0.0087,134127,119673.0,14454.0,0.1208,12941572,0.0105
Thursday,May,2020-05-07,youtube,275,333,354.0,-21.0,-0.0593,41389,0.0081,146943,134127.0,12816.0,0.0956,13088515,0.0114
Friday,May,2020-05-08,youtube,289,385,333.0,52.0,0.1562,41774,0.0093,129733,146943.0,-17210.0,-0.1171,13218248,0.0099
Saturday,May,2020-05-09,youtube,284,350,385.0,-35.0,-0.0909,42124,0.0084,165969,129733.0,36236.0,0.2793,13384217,0.0126
Sunday,May,2020-05-10,youtube,269,338,350.0,-12.0,-0.0343,42462,0.008,145663,165969.0,-20306.0,-0.1223,13529880,0.0109
Monday,May,2020-05-11,youtube,276,349,338.0,11.0,0.0325,42811,0.0082,81164,145663.0,-64499.0,-0.4428,13611044,0.006
Tuesday,May,2020-05-12,youtube,262,333,349.0,-16.0,-0.0458,43144,0.0078,107193,81164.0,26029.0,0.3207,13718237,0.0079
Wednesday,May,2020-05-13,youtube,309,397,333.0,64.0,0.1922,43541,0.0092,86225,107193.0,-20968.0,-0.1956,13804462,0.0063
Thursday,May,2020-05-14,youtube,282,352,397.0,-45.0,-0.1134,43893,0.0081,138845,86225.0,52620.0,0.6103,13943307,0.0101
Friday,May,2020-05-15,youtube,297,361,352.0,9.0,0.0256,44254,0.0082,138379,138845.0,-466.0,-0.0034,14081686,0.0099
Saturday,May,2020-05-16,youtube,284,353,361.0,-8.0,-0.0222,44607,0.008,109322,138379.0,-29057.0,-0.21,14191008,0.0078
Sunday,May,2020-05-17,youtube,241,299,353.0,-54.0,-0.153,44906,0.0067,101396,109322.0,-7926.0,-0.0725,14292404,0.0071
Monday,May,2020-05-18,youtube,247,323,299.0,24.0,0.0803,45229,0.0072,71963,101396.0,-29433.0,-0.2903,14364367,0.005
Tuesday,May,2020-05-19,youtube,264,341,323.0,18.0,0.0557,45570,0.0075,95136,71963.0,23173.0,0.322,14459503,0.0066
Wednesday,May,2020-05-20,youtube,273,371,341.0,30.0,0.088,45941,0.0081,113522,95136.0,18386.0,0.1933,14573025,0.0079
Thursday,May,2020-05-21,youtube,296,397,371.0,26.0,0.0701,46338,0.0086,97537,113522.0,-15985.0,-0.1408,14670562,0.0067
Friday,May,2020-05-22,youtube,275,341,397.0,-56.0,-0.1411,46679,0.0074,84624,97537.0,-12913.0,-0.1324,14755186,0.0058
Saturday,May,2020-05-23,youtube,288,361,341.0,20.0,0.0587,47040,0.0077,109648,84624.0,25024.0,0.2957,14864834,0.0074
Sunday,May,2020-05-24,youtube,245,296,361.0,-65.0,-0.1801,47336,0.0063,103289,109648.0,-6359.0,-0.058,14968123,0.0069
Monday,May,2020-05-25,youtube,237,313,296.0,17.0,0.0574,47649,0.0066,105391,103289.0,2102.0,0.0204,15073514,0.007
Tuesday,May,2020-05-26,youtube,267,365,313.0,52.0,0.1661,48014,0.0077,97501,105391.0,-7890.0,-0.0749,15171015,0.0065
Wednesday,May,2020-05-27,youtube,289,387,365.0,22.0,0.0603,48401,0.0081,102031,97501.0,4530.0,0.0465,15273046,0.0067
Thursday,May,2020-05-28,youtube,272,356,387.0,-31.0,-0.0801,48757,0.0074,121830,102031.0,19799.0,0.194,15394876,0.008
Friday,May,2020-05-29,youtube,281,365,356.0,9.0,0.0253,49122,0.0075,85908,121830.0,-35922.0,-0.2949,15480784,0.0056
Saturday,May,2020-05-30,youtube,283,357,365.0,-8.0,-0.0219,49479,0.0073,129482,85908.0,43574.0,0.5072,15610266,0.0084
Sunday,May,2020-05-31,youtube,245,301,357.0,-56.0,-0.1569,49780,0.0061,104108,129482.0,-25374.0,-0.196,15714374,0.0067
Monday,June,2020-06-01,youtube,243,327,301.0,26.0,0.0864,50107,0.0066,51031,104108.0,-53077.0,-0.5098,15765405,0.0032
Tuesday,June,2020-06-02,youtube,280,351,327.0,24.0,0.0734,50458,0.007,95927,51031.0,44896.0,0.8798,15861332,0.0061
Wednesday,June,2020-06-03,youtube,267,370,351.0,19.0,0.0541,50828,0.0073,86899,95927.0,-9028.0,-0.0941,15948231,0.0055
Thursday,June,2020-06-04,youtube,290,402,370.0,32.0,0.0865,51230,0.0079,101221,86899.0,14322.0,0.1648,16049452,0.0063
Friday,June,2020-06-05,youtube,302,381,402.0,-21.0,-0.0522,51611,0.0074,125234,101221.0,24013.0,0.2372,16174686,0.0078
Saturday,June,2020-06-06,youtube,287,372,381.0,-9.0,-0.0236,51983,0.0072,120366,125234.0,-4868.0,-0.0389,16295052,0.0074
Sunday,June,2020-06-07,youtube,240,300,372.0,-72.0,-0.1935,52283,0.0058,102399,120366.0,-17967.0,-0.1493,16397451,0.0063
Monday,June,2020-06-08,youtube,239,305,300.0,5.0,0.0167,52588,0.0058,74980,102399.0,-27419.0,-0.2678,16472431,0.0046
Tuesday,June,2020-06-09,youtube,258,335,305.0,30.0,0.0984,52923,0.0064,90834,74980.0,15854.0,0.2114,16563265,0.0055
Wednesday,June,2020-06-10,youtube,286,357,335.0,22.0,0.0657,53280,0.0067,98806,90834.0,7972.0,0.0878,16662071,0.006
Thursday,June,2020-06-11,youtube,278,344,357.0,-13.0,-0.0364,53624,0.0065,85399,98806.0,-13407.0,-0.1357,16747470,0.0051
Friday,June,2020-06-12,youtube,295,377,344.0,33.0,0.0959,54001,0.007,101808,85399.0,16409.0,0.1921,16849278,0.0061
Saturday,June,2020-06-13,youtube,295,358,377.0,-19.0,-0.0504,54359,0.0066,106369,101808.0,4561.0,0.0448,16955647,0.0063
Sunday,June,2020-06-14,youtube,249,328,358.0,-30.0,-0.0838,54687,0.006,102801,106369.0,-3568.0,-0.0335,17058448,0.0061
Monday,June,2020-06-15,youtube,263,335,328.0,7.0,0.0213,55022,0.0061,52678,102801.0,-50123.0,-0.4876,17111126,0.0031
Tuesday,June,2020-06-16,youtube,280,363,335.0,28.0,0.0836,55385,0.0066,100479,52678.0,47801.0,0.9074,17211605,0.0059
Wednesday,June,2020-06-17,youtube,295,379,363.0,16.0,0.0441,55764,0.0068,92280,100479.0,-8199.0,-0.0816,17303885,0.0054
Thursday,June,2020-06-18,youtube,283,373,379.0,-6.0,-0.0158,56137,0.0067,110466,92280.0,18186.0,0.1971,17414351,0.0064
Friday,June,2020-06-19,youtube,295,390,373.0,17.0,0.0456,56527,0.0069,107820,110466.0,-2646.0,-0.024,17522171,0.0062
